ad_id,number_of_bathrooms,number_of_bedrooms,number_of_beds,star_rating,number_of_guests,is_superhost,number_of_reviews,cleaning_fee,host_rating,n_reviews,n_safety_features,n_amenities,n_house_rules,n_comments,n_ad_description,latitude,longitude,price,minimum_stay
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,320.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,420.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,320.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,320.0,5
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,400.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,400.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,500.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,800.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,500.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,500.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,400.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,400.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,400.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,1000.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,400.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,800.0,4
31454750,2.0,2,2,5.0,4,false,18,250.0,4.94,18,1,23,3,18,9,-27.09225,-48.60862,700.0,4
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,900.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,300.0,5
20798615,2.0,3,5,5.0,9,false,4,300.0,5.0,15,1,15,4,15,7,-27.1316,-48.59992,900.0,5
